Time,region,wa_weight,wa_sum,pop_Sum,non_wa
2085,reg795,13053477.4,5344611.84,9202382.753,3857770.913
2090,reg795,12722382.44,5178295.185,9180942.528,4002647.343
2095,reg795,12486089.91,5054874.888,9130040.644,4075165.756
2100,reg795,12260669.19,4938512.881,9051018.665,4112505.784
1970,reg8,556238.5389,946700,2149900,1203200
1975,reg8,812221.5999,1088000,2411300,1323300
1980,reg8,1158532.767,1274000,2681300,1407300
1985,reg8,1564662.401,1491900,2966800,1474900
1990,reg8,2024930.583,1707500,3280500,1573000
1995,reg8,1995780.516,1595900,3106400,1510500
2000,reg8,2646720.475,1668000,3122000,1454000
2005,reg8,2691816.426,1684600,3087100,1402500
2010,reg8,2557023.508,1674200,2940700,1266500
2015,reg8,2771891.277,1780000,2923700,1143700
2020,reg8,3076897.759,1749655,2872130,1122475
2025,reg8,3038254.387,1665387.173,2792893.729,1127506.556
2030,reg8,2926253.8,1548937.306,2715298.15,1166360.844
2035,reg8,2830590.709,1453189.747,2615464.136,1162274.389
2040,reg8,2781764.82,1368438.024,2502979.224,1134541.199
2045,reg8,2797348.058,1316800.652,2385453.867,1068653.215
2050,reg8,2755125.87,1244648.152,2267883.512,1023235.36
2055,reg8,2634216.701,1147055.004,2152952.902,1005897.898
2060,reg8,2449435.666,1029537.094,2042270.972,1012733.878
2065,reg8,2292971.52,936037.2047,1943093.382,1007056.177
2070,reg8,2187852.375,872097.6082,1854004.161,981906.553
2075,reg8,2116935.202,827371.8441,1772339.457,944967.613
2080,reg8,2039125.642,783173.7592,1695646.471,912472.7113
2085,reg8,1967805.843,744624.4911,1622654.529,878030.0383
2090,reg8,1872098.516,697825.6954,1552859.916,855034.2208
2095,reg8,1796693.284,660711.6106,1489050.918,828339.3077
2100,reg8,1738691.78,631783.9483,1434298.532,802514.5832
1970,reg800,561805.3472,3789300,9446000,5656700
1975,reg800,726063.5314,4314000,10827000,6513000
1980,reg800,939469.9128,4959500,12548500,7589000
1985,reg800,1208805.358,5731000,14636300,8905300
1990,reg800,1569971.805,6720600,17414800,10694200
1995,reg800,2020456.875,7694300,20514700,12820400
2000,reg800,2837706.838,8794100,23982100,15188000
2005,reg800,3877777.459,10518600,28544700,18026100
2010,reg800,5365846.992,12661600,33913800,21252200
2015,reg800,7162607.048,15422300,40143000,24720700
2020,reg800,11755922.53,17666802,43685863,26019061
2025,reg800,16014599.98,21659341.21,50772647.15,29113305.94
2030,reg800,21443239.82,26068223.8,58373869.69,32305645.9
2035,reg800,28048385.22,30819371.7,66301922.13,35482550.44
2040,reg800,36248587.33,35897775.72,74392583.31,38494807.59
2045,reg800,46228233.28,41587554.13,82579914.73,40992360.6
2050,reg800,57800119.32,47550418.17,90748595.79,43198177.62
2055,reg800,70476191.61,53414014.13,98522148.98,45108134.85
2060,reg800,84015363.91,58971070.57,105904339.3,46933268.71
2065,reg800,98430052.79,64295753.06,112753954.4,48458201.3
2070,reg800,113278877.7,69356062.04,119160940.6,49804878.55
2075,reg800,127871456,73870613.18,124813054,50942440.8
2080,reg800,141969903.7,77901608.71,129621155.8,51719547.06
2085,reg800,155166112.3,81295449.41,133550825.2,52255375.75
2090,reg800,167030284,83955991.01,136669803.9,52713812.88
2095,reg800,177147515.8,85753156.17,139155198.9,53402042.7
2100,reg800,185237280.9,86696076.39,141091749.1,54395672.72
1970,reg804,30018076.23,27021200,47086700,20065500
1975,reg804,38707606.65,28491900,48759000,20267100
1980,reg804,47429511.49,29474500,49968800,20494300
1985,reg804,55394434.39,30731000,50920700,20189700
1990,reg804,59761141.32,30746200,51464800,20718600
1995,reg804,63758259.85,30219500,50905700,20686200
2000,reg804,64626568.36,29950800,48840200,18889400
2005,reg804,64168045.14,29148400,46893900,17745500
2010,reg804,65058024.69,29380600,45792400,16411800
2015,reg804,64510242.69,28726100,44660200,15934100
2020,reg804,64849024.13,27812405,44090693,16278288
2025,reg804,51515774.8,22197069.41,36386408.23,14189338.82
2030,reg804,51134013.48,22090572.11,36933427.99,14842855.88
2035,reg804,51558730.83,22273658.59,36926859.45,14653200.87
2040,reg804,51092223.25,21638068.64,36491112.49,14853043.85
2045,reg804,49684513.19,20709224.77,35775803.37,15066578.6
2050,reg804,46870187.46,19221095.64,34963148.06,15742052.42
2055,reg804,43920680.21,17746700.52,34101703.3,16355002.78
2060,reg804,42408687.41,16904847.17,33251575.05,16346727.88
2065,reg804,42081220.15,16569016.54,32398644.43,15829627.89
2070,reg804,42162090.4,16412036.33,31561342.42,15149306.09
2075,reg804,41210502.14,15845984.07,30756665.52,14910681.44
2080,reg804,39601977.99,15047957.46,29993604.06,14945646.59
2085,reg804,38566564.68,14499461.84,29269180.19,14769718.35
2090,reg804,37595104.28,13996152.83,28579182.74,14583029.91
2095,reg804,37045914.69,13673688.51,27901276.8,14227588.29
2100,reg804,36336368.43,13303545.44,27196471.77,13892926.33
1970,reg807,513655.0899,857000,1720700,863700
1975,reg807,765022.6538,953600,1803400,849800
1980,reg807,1021552.335,1049100,1924800,875700
1985,reg807,1242835.807,1126300,1981200,854900
1990,reg807,1478779.3,1162100,1996000,833900
1995,reg807,1532491.091,1146200,1964700,818500
2000,reg807,1793463.26,1203200,2020000,816800
2005,reg807,2024810.807,1256300,2043900,787600
2010,reg807,2237394.93,1304000,2059300,755300
2015,reg807,2417528.905,1337000,2079000,742000
2020,reg807,2513198.987,1336454,2114024,777570
2025,reg807,2523045.606,1314107.019,2095365.111,781258.0922
2030,reg807,2500739.488,1280394.619,2102637.858,822243.2393
2035,reg807,2492138.015,1253453.656,2099816.518,846362.8616
2040,reg807,2510473.734,1221847.508,2086620.149,864772.6411
2045,reg807,2507342.675,1183337.793,2066599.843,883262.0499
2050,reg807,2466079.441,1135252.646,2043488.652,908236.0068
2055,reg807,2416480.375,1086661.171,2019202.968,932541.7973
2060,reg807,2366553.938,1040951.321,1993824.251,952872.9294
2065,reg807,2328310.537,1003033.601,1965530.506,962496.9051
2070,reg807,2301056.037,972346.2791,1933139.143,960792.8644
2075,reg807,2287284.443,949700.0206,1896600.155,946900.1342
2080,reg807,2253227.943,919549.7449,1857134.978,937585.233
2085,reg807,2218812.127,890697.8289,1816755.705,926057.8764
2090,reg807,2174652.276,859377.9748,1776952.021,917574.0464
2095,reg807,2122024.316,826250.6557,1738356.01,912105.3543
2100,reg807,2065643.071,793061.0295,1700309.066,907248.0364
1970,reg818,3206192.81,15437900,35138300,19700400
1975,reg818,4588965.252,17219800,39219700,21999900
1980,reg818,6269674.362,19462000,44051200,24589200
1985,reg818,8714721.094,22195300,49933100,27737800
1990,reg818,12541506.63,25360400,56825200,31464800
1995,reg818,17239632,28264700,62962500,34697800
2000,reg818,19746828.91,32347900,69057200,36709300
2005,reg818,30003556.39,37729900,75752700,38022800
2010,reg818,44138065.16,44748100,84112500,39364400
2015,reg818,60692605.25,49822300,93782500,43960200
2020,reg818,63547209.22,56671584,106538719,49867135
2025,reg818,73939498.54,62116967.62,116005320.2,53888352.57
2030,reg818,85113292.46,68018380.35,125575273.8,57556893.46
2035,reg818,98417510.21,75340647.14,135248210.1,59907562.98
2040,reg818,114647087.2,82290011.34,145029720,62739708.69
2045,reg818,130325528.4,88194604.81,154453772.1,66259167.33
2050,reg818,145223413.1,93109650.39,163109894.9,70000244.51
2055,reg818,159896100.4,97628470.14,170865637.4,73237167.22
2060,reg818,175443419.1,102535390.3,177736817.1,75201426.83
2065,reg818,190761821.9,107288794.3,183488565.1,76199770.78
2070,reg818,204387699.4,111110591,188169677.6,77059086.57
2075,reg818,215541709.7,113555917.3,192031399.3,78475481.96
2080,reg818,222327565.5,113702286.7,195189173.1,81486886.42
2085,reg818,227059106.6,112943764.1,197617946.1,84674181.98
2090,reg818,230325969.5,111630722.2,199496191.4,87865469.18
2095,reg818,232253046,109860665.4,200615355.5,90754690.04
2100,reg818,232154395.7,107324924.5,200998183.5,93673258.99
1970,reg826,61992977.91,31142900,55618400,24475500
1975,reg826,64089070.9,31015300,56186500,25171200
1980,reg826,66816576.45,31260500,56227800,24967300
1985,reg826,71538446.31,32497000,56423500,23926500
1990,reg826,76184505.17,33420700,57118800,23698100
1995,reg826,80091916.73,34049100,57913200,23864100
2000,reg826,83559652.06,34715500,58875000,24159500
2005,reg826,88040691.87,35791800,60217700,24425900
2010,reg826,93634788,37408300,62711800,25303500
2015,reg826,97604602.47,38266800,65393200,27126400
2020,reg826,101102414.9,38855201,66951174,28095973
2025,reg826,100166256.5,38839464.39,67842449.47,29002985.08
2030,reg826,98571604.38,38698249.13,68714627.74,30016378.61
2035,reg826,97434382.53,38700022.65,69598147.63,30898124.98
2040,reg826,98540881.64,38749864.51,70558095.9,31808231.39
2045,reg826,99039304.44,38669019.71,71633533.5,32964513.8
2050,reg826,98693620.11,38285312.67,72805339.66,34520026.99
2055,reg826,98074458.54,37838355.82,73757294.27,35918938.44
2060,reg826,97587406.31,37494602.03,74546583.76,37051981.73
2065,reg826,97920069.48,37519547.19,75238573.85,37719026.66
2070,reg826,98999734.57,37887164.21,75941692.78,38054528.58
2075,reg826,98486952.54,37630304.27,76642594.44,39012290.16
2080,reg826,96854455.91,36966956.47,77224100.03,40257143.56
2085,reg826,95504040.47,36454611.52,77585619.22,41131007.7
2090,reg826,95071473.15,36323736.39,77728414.38,41404677.99
2095,reg826,94495426.55,36152835.45,77729071.09,41576235.63
2100,reg826,93606024.79,35878671.6,77643903.09,41765231.49
2015,reg832,,102300,163600,61300
1970,reg834,754528.1636,5589800,13604800,8015000
1975,reg834,1055301.447,6496900,15980000,9483100
1980,reg834,1469874.309,7550500,18684200,11133700
1985,reg834,2001998.93,8827400,21842600,13015200
1990,reg834,2780976.423,10331200,25469900,15138700
1995,reg834,3679613.489,12220800,29958800,17738000
2000,reg834,4422854.137,14010300,34124600,20114300
2005,reg834,6797008.471,16104200,39298800,23194600
2010,reg834,9029401.918,18829800,45930100,27100300
2015,reg834,11881081.3,22208700,53886200,31677500
2020,reg834,15109156.37,25528466,60771966,35243500
2025,reg834,20695294.03,30366233.99,70253763.1,39887529.11
2030,reg834,28063618.5,36123334.24,80356438.78,44233104.54
2035,reg834,37089938.96,42404410.54,90927333.31,48522922.77
2040,reg834,48503582.92,49470861,101857333.2,52386472.15
2045,reg834,62003685.19,56902299.62,113025861.6,56123562.01
2050,reg834,77377955.73,64538748.21,124208318.7,59669570.48
2055,reg834,94323412.74,72391347.83,134956842.2,62565494.34
2060,reg834,112547623.8,80395386.51,145251533.6,64856147.07
2065,reg834,131661253.9,88150227.03,154926008.5,66775781.5
2070,reg834,150940766,95277743.46,163812308.7,68534565.2
2075,reg834,169422321.4,101436145,172033341.2,70597196.25
2080,reg834,187044199.8,106833183,179177711.9,72344528.97
2085,reg834,202697486.8,110970730.8,185014435.6,74043704.76
2090,reg834,216290105.6,113960079.1,189580423.3,75620344.18
2095,reg834,228019161.8,116087607.7,193127665.2,77040057.44
2100,reg834,237245496.6,117079085.1,195843031.2,78763946.1
1970,reg84,20373.77451,45500,121400,75900
1975,reg84,26041.2046,47500,132900,85400
1980,reg84,33080.3042,52600,144100,91500
1985,reg84,46814.27548,64900,164400,99500
1990,reg84,50327.35727,77600,187400,109800
1995,reg84,77625.28016,87300,206500,119200
2000,reg84,110127.5233,109600,246700,137100
2005,reg84,147289.4413,133100,282400,149300
2010,reg84,192265.4312,159900,320900,161000
2015,reg84,246097.288,191200,359400,168200
2020,reg84,291014.7151,220433,392426,171993
2025,reg84,343939.0243,246951.754,423814.37,176862.616
2030,reg84,395776.0396,270700.8188,454708.1526,184007.3337
2035,reg84,443539.4029,291432.903,482369.7381,190936.8351
2040,reg84,498030.1152,310277.9864,506600.615,196322.6286
2045,reg84,551181.9131,326578.3071,528204.6656,201626.3585
2050,reg84,598296.8089,338002.5583,547592.5457,209589.9874
2055,reg84,634845.04,343279.7721,564694.0785,221414.3063
2060,reg84,661034.4166,342896.3259,579455.0987,236558.7728
2065,reg84,678660.4061,339381.1175,591209.6112,251828.4937
2070,reg84,690025.126,334120.6845,599853.8851,265733.2007
2075,reg84,696934.0109,328179.3299,605159.2004,276979.8706
2080,reg84,698837.3859,321231.9912,607607.5078,286375.5165
2085,reg84,693770.4872,311980.3411,607427.3001,295446.959
2090,reg84,684321.9406,301703.8405,604993.8763,303290.0358
2095,reg84,671866.4071,290878.5635,600634.5644,309756.0009
2100,reg84,659094.5266,280685.8941,594586.1905,313900.2964
1970,reg840,215920525.9,110514300,209308800,98794500
1975,reg840,252965020.7,119955200,218907800,98952600
1980,reg840,291980514.5,130086700,229593900,99507200
1985,reg840,333112950.6,140619500,240687000,100067500
1990,reg840,364947437.8,148500700,252993800,104493100
1995,reg840,392476708.1,156264600,266872000,110607400
2000,reg840,423509947.3,167625700,283947600,116321900
2005,reg840,448872597.7,177708400,297267300,119558900
2010,reg840,472091915.1,186503600,310925700,124422100
2015,reg840,494109398.1,190303900,319907400,129603500
2020,reg840,513912689.5,197252914,335388238,138135324
2025,reg840,507031530.1,197506454.4,342011013.8,144504559.4
2030,reg840,503582842.2,198784816.1,349708538.9,150923722.9
2035,reg840,502107599.8,200551845.3,357256192.4,156704347.1
2040,reg840,512267643.7,202068225.2,364364763.1,162296537.8
2045,reg840,520395113.9,202477587.7,370894851.5,168417263.8
2050,reg840,525241368,202055544.1,377025137.3,174969593.2
2055,reg840,529349579.7,201541529.6,382280254.3,180738724.7
2060,reg840,532991991.2,201028693,387352250,186323557
2065,reg840,538651573.3,201401074.7,392274604.5,190873529.8
2070,reg840,541872113.4,201025337.9,397002501.4,195977163.5
2075,reg840,540294373.5,198870492,401171610.2,202301118.2
2080,reg840,538443612.3,196769044.6,404260557.3,207491512.7
2085,reg840,537005228.5,194997925.9,406044539.5,211046613.7
2090,reg840,538538288.8,194434840.8,406645231.3,212210390.5
2095,reg840,537818107.6,193130436.4,406411013.1,213280576.8
2100,reg840,534091227.3,190811942,405502675.5,214690733.5
2015,reg850,,57700,103800,46100
2020,reg850,,56494,100543,44049
2025,reg850,,52556.54277,98243.22185,45686.67908
2030,reg850,,50360.94868,96213.97265,45853.02397
2035,reg850,,49368.09858,94349.76834,44981.66975
2040,reg850,,48842.52264,92703.4324,43860.90976
2045,reg850,,48425.11468,91418.41069,42993.29601
2050,reg850,,47854.21146,90515.91694,42661.70548
2055,reg850,,47810.46628,89931.41865,42120.95237
2060,reg850,,47647.29729,89564.75453,41917.45724
2065,reg850,,47876.66865,89309.02829,41432.35963
2070,reg850,,47899.6847,89198.05338,41298.36868
2075,reg850,,47170.74828,89257.27308,42086.52481
2080,reg850,,45869.43933,89423.25475,43553.81542
2085,reg850,,44614.44447,89611.17674,44996.73227
2090,reg850,,43567.9385,89740.04573,46172.10723
2095,reg850,,42600.8551,89747.50782,47146.65273
2100,reg850,,41585.38039,89599.50832,48014.12792
1970,reg854,156689.6201,2457300,5624800,3167500
1975,reg854,173059.1649,2603500,6154000,3550500
1980,reg854,198806.417,2778100,6821800,4043700
1985,reg854,236614.9598,3044700,7727900,4683200
1990,reg854,286106.902,3421300,8810000,5388700
1995,reg854,344334.2731,3914300,10090300,6176000
2000,reg854,474497.5578,4560200,11608100,7047900
2005,reg854,413440.8728,5367500,13422100,8054600
2010,reg854,711851.031,6317200,15605100,9287900
2015,reg854,986522.1158,7451400,18109300,10657900
2020,reg854,867799.2531,8939804,21231893,12292089
2025,reg854,1101146.939,10532586.04,24190365.89,13657779.85
2030,reg854,1416773.182,12469414.72,27353597.35,14884182.63
2035,reg854,1823873.33,14664096.11,30679942.33,16015846.22
2040,reg854,2300739.153,16931636.04,34126988.56,17195352.52
2045,reg854,2843415.522,19195568.93,37596484.85,18400915.91
2050,reg854,3464171.198,21498145.59,40991432.07,19493286.49
2055,reg854,4166300.199,23861227.22,44182562.32,20321335.1
2060,reg854,4923217.747,26263404.25,47167849.34,20904445.09
2065,reg854,5703842.847,28584178.16,49968755.92,21384577.75
2070,reg854,6473538.057,30710341.74,52568104.83,21857763.09
2075,reg854,7187499.422,32470784.16,54936992.56,22466208.41
2080,reg854,7835332.349,33917219.71,56997398.06,23080178.35
2085,reg854,8425950.257,35171752.4,58685697.02,23513944.61
2090,reg854,8951197.597,36225058.93,60014634.39,23789575.46
2095,reg854,9387689.048,36999460.87,61079614.29,24080153.42
2100,reg854,9708300.874,37412924.01,61969971.83,24557047.82
1970,reg858,1145222.863,1548800,2809600,1260800
1975,reg858,1236714.875,1535800,2829500,1293700
1980,reg858,1405236.34,1577400,2915000,1337600
1985,reg858,1562457.602,1639200,3011400,1372200
1990,reg858,1770598.43,1679000,3109900,1430900
1995,reg858,1898566.306,1742000,3224900,1482900
2000,reg858,2132998.271,1815800,3320100,1504300
2005,reg858,2266768.004,1827900,3325600,1497700
2010,reg858,2412193.418,1877900,3374300,1496400
2015,reg858,2650997.391,1943900,3432100,1488200
2020,reg858,2652763.625,1975403,3428271,1452868
2025,reg858,2741942.309,2003437.691,3410858.792,1407421.1
2030,reg858,2807012.088,2013918.626,3400617.733,1386699.107
2035,reg858,2868653.123,2023584.897,3386312.64,1362727.743
2040,reg858,2925493.541,2006061.317,3363800.126,1357738.809
2045,reg858,2911658.437,1936641.574,3330429.166,1393787.592
2050,reg858,2902851.992,1877988.977,3284726.653,1406737.676
2055,reg858,2860547.991,1802027.983,3227044.318,1425016.335
2060,reg858,2785423.932,1708827.808,3159635.783,1450807.976
2065,reg858,2686489.277,1607691.133,3087168.009,1479476.877
2070,reg858,2585279.942,1512433.095,3010481.243,1498048.147
